filename,emotion
/home/dsanyal/.hack/dataset/TrainAudioFiles/23013.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/2065.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/29248.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/15773.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/28794.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7538.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25669.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/21483.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/42831.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/1707.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/15971.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/16507.mp3,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/22146.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/24434.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22477.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/29627.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/29002.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1270.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/23241.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/51804.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/11029.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1525.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/26953.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/29022.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/14352.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/100.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25727.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/28532.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/28949.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/46682.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/28294.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17237.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/42927.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/16120.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23116.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1690.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/15860.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/23174.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/3398.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/42096.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/10443.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/4864.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/7115.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/15481.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/11005.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23401.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/1601.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15200.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/22950.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/984.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/4593.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/11098.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/2525.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/26055.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/2006.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/27956.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23659.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/51330.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/13293.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/50735.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/4257.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/5931.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/2003.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/6001.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/1225.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1347.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23676.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/23138.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/11604.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/2833.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/3285.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/273.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/18687.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/21419.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/8268.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/28622.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17648.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12035.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/7811.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25535.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/46217.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/5503.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/6916.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/17517.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14958.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/629.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/24647.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/15733.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/826.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/1815.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/21535.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/106.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/10919.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27561.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/12003.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/16122.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/10978.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/190.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/10783.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/18238.mp3,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/22975.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5304.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/10825.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/4638.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22116.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/5202.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27707.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/22681.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/22587.mp3,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/29701.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/10621.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/45082.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/25417.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/22125.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27822.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/49408.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/1801.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/15053.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/29151.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/8172.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/17157.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/26809.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5186.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/13102.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/11819.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/29352.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/42162.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/42718.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/23621.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/1619.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/47297.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/1773.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/27770.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/28222.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14531.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/46987.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/40173.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/28779.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/45369.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/27173.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/46799.wav,disgust
/home/dsanyal/.hack/dataset/TrainAudioFiles/24431.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/13032.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/23003.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/15266.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/27231.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/22608.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/41464.wav,fear
/home/dsanyal/.hack/dataset/TrainAudioFiles/11942.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/29768.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/29125.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5423.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/1758.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/10680.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/22831.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/16071.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14613.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/18106.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/14424.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/2180.mp3,sadness
/home/dsanyal/.hack/dataset/TrainAudioFiles/16376.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/25793.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/3410.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/17859.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/25618.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/4303.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/21671.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/2349.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/12832.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/15841.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/5666.mp3,neutral
/home/dsanyal/.hack/dataset/TrainAudioFiles/27682.mp3,surprise
/home/dsanyal/.hack/dataset/TrainAudioFiles/27046.mp3,joy
/home/dsanyal/.hack/dataset/TrainAudioFiles/24469.mp3,anger
/home/dsanyal/.hack/dataset/TrainAudioFiles/18513.mp3,neutral
